Booking_ID,Hotel_Type,Country,Booking_Channel,Customer_Type,Room_Type,Length_of_Stay,Rooms_Booked,Room_Rate,Extra_Charges,Booking_Status,Checkin_Date,Checkout_Date,Revenue
BKG1264,City Hotel,Brazil,Direct,Group,Standard,12,1,377,147,Completed,2023-02-22 15:00:00,2023-03-06 15:00:00,4671
BKG1265,Resort Hotel,India,Travel Agent,Couple,Executive,3,1,348,4,Completed,2023-02-22 16:00:00,2023-02-25 16:00:00,1048
BKG1266,City Hotel,Canada,Corporate,Couple,Standard,11,2,447,67,Completed,2023-02-22 17:00:00,2023-03-05 17:00:00,9901
BKG1267,City Hotel,India,Travel Agent,Business,Executive,8,1,63,13,No Show,2023-02-22 18:00:00,2023-03-02 18:00:00,517
BKG1268,Resort Hotel,India,Travel Agent,Couple,Executive,7,1,149,130,Completed,2023-02-22 19:00:00,2023-03-01 19:00:00,1173
BKG1269,City Hotel,Germany,Travel Agent,Group,Executive,12,2,293,113,Completed,2023-02-22 20:00:00,2023-03-06 20:00:00,7145
BKG1270,Resort Hotel,USA,Corporate,Couple,Standard,1,3,218,185,Completed,2023-02-22 21:00:00,2023-02-23 21:00:00,839
BKG1271,Resort Hotel,UK,Online,Group,Suite,4,1,281,26,Cancelled,2023-02-22 22:00:00,2023-02-26 22:00:00,1150
BKG1272,Resort Hotel,Australia,Travel Agent,Couple,Executive,5,2,160,3,Completed,2023-02-22 23:00:00,2023-02-27 23:00:00,1603
BKG1273,City Hotel,USA,Travel Agent,Group,Suite,14,3,396,127,Completed,2023-02-23 00:00:00,2023-03-09 00:00:00,16759
BKG1274,City Hotel,Brazil,Online,Business,Executive,3,1,389,194,Completed,2023-02-23 01:00:00,2023-02-26 01:00:00,1361
BKG1275,City Hotel,India,Online,Family,Standard,4,1,151,63,Completed,2023-02-23 02:00:00,2023-02-27 02:00:00,667
BKG1276,Resort Hotel,Germany,Corporate,Family,Standard,10,2,266,85,Cancelled,2023-02-23 03:00:00,2023-03-05 03:00:00,5405
BKG1277,City Hotel,Brazil,Travel Agent,Group,Standard,10,1,289,169,Completed,2023-02-23 04:00:00,2023-03-05 04:00:00,3059
BKG1278,City Hotel,Canada,Online,Couple,Deluxe,14,3,289,156,Cancelled,2023-02-23 05:00:00,2023-03-09 05:00:00,12294
BKG1279,City Hotel,UK,Corporate,Couple,Standard,10,2,270,79,Completed,2023-02-23 06:00:00,2023-03-05 06:00:00,5479
BKG1280,Resort Hotel,Australia,Corporate,Family,Suite,7,2,319,162,Completed,2023-02-23 07:00:00,2023-03-02 07:00:00,4628
BKG1281,Resort Hotel,Canada,Online,Group,Executive,8,2,77,18,Completed,2023-02-23 08:00:00,2023-03-03 08:00:00,1250
BKG1282,City Hotel,Germany,Online,Couple,Suite,12,2,335,115,Completed,2023-02-23 09:00:00,2023-03-07 09:00:00,8155
BKG1283,City Hotel,UK,Direct,Family,Deluxe,9,3,384,93,Cancelled,2023-02-23 10:00:00,2023-03-04 10:00:00,10461
BKG1284,City Hotel,Brazil,Corporate,Group,Suite,13,3,103,68,Completed,2023-02-23 11:00:00,2023-03-08 11:00:00,4085
BKG1285,City Hotel,India,Online,Business,Executive,2,3,492,30,Cancelled,2023-02-23 12:00:00,2023-02-25 12:00:00,2982
BKG1286,Resort Hotel,India,Online,Couple,Executive,4,3,262,170,Completed,2023-02-23 13:00:00,2023-02-27 13:00:00,3314
BKG1287,Resort Hotel,UAE,Online,Couple,Standard,1,3,445,94,Completed,2023-02-23 14:00:00,2023-02-24 14:00:00,1429
BKG1288,Resort Hotel,India,Travel Agent,Group,Deluxe,3,3,419,148,Completed,2023-02-23 15:00:00,2023-02-26 15:00:00,3919
BKG1289,Resort Hotel,France,Online,Family,Deluxe,8,2,169,109,Completed,2023-02-23 16:00:00,2023-03-03 16:00:00,2813
BKG1290,City Hotel,India,Travel Agent,Group,Suite,7,2,124,192,Completed,2023-02-23 17:00:00,2023-03-02 17:00:00,1928
BKG1291,City Hotel,France,Online,Family,Standard,8,2,472,161,Cancelled,2023-02-23 18:00:00,2023-03-03 18:00:00,7713
BKG1292,City Hotel,China,Corporate,Group,Standard,11,3,119,188,Completed,2023-02-23 19:00:00,2023-03-06 19:00:00,4115
BKG1293,Resort Hotel,France,Online,Business,Standard,6,2,372,35,Completed,2023-02-23 20:00:00,2023-03-01 20:00:00,4499
BKG1294,City Hotel,UK,Travel Agent,Couple,Executive,5,3,282,40,Cancelled,2023-02-23 21:00:00,2023-02-28 21:00:00,4270
BKG1295,Resort Hotel,Canada,Direct,Family,Deluxe,12,2,320,161,Completed,2023-02-23 22:00:00,2023-03-07 22:00:00,7841
BKG1296,Resort Hotel,UK,Online,Business,Suite,12,3,181,152,Completed,2023-02-23 23:00:00,2023-03-07 23:00:00,6668
BKG1297,City Hotel,Canada,Online,Group,Suite,10,3,147,184,No Show,2023-02-24 00:00:00,2023-03-06 00:00:00,4594
BKG1298,City Hotel,UAE,Corporate,Family,Suite,9,3,151,64,Completed,2023-02-24 01:00:00,2023-03-05 01:00:00,4141
BKG1299,City Hotel,China,Online,Family,Standard,5,1,477,75,Cancelled,2023-02-24 02:00:00,2023-03-01 02:00:00,2460
BKG1300,Resort Hotel,Canada,Corporate,Business,Deluxe,9,1,216,123,Completed,2023-02-24 03:00:00,2023-03-05 03:00:00,2067
BKG1301,City Hotel,Canada,Online,Group,Deluxe,13,3,154,21,Completed,2023-02-24 04:00:00,2023-03-09 04:00:00,6027
BKG1302,Resort Hotel,Germany,Online,Business,Executive,4,2,135,187,Cancelled,2023-02-24 05:00:00,2023-02-28 05:00:00,1267
BKG1303,City Hotel,USA,Direct,Group,Executive,12,3,86,181,Cancelled,2023-02-24 06:00:00,2023-03-08 06:00:00,3277
BKG1304,Resort Hotel,USA,Travel Agent,Business,Executive,5,3,491,120,Completed,2023-02-24 07:00:00,2023-03-01 07:00:00,7485
BKG1305,Resort Hotel,Germany,Corporate,Business,Suite,1,1,209,21,Completed,2023-02-24 08:00:00,2023-02-25 08:00:00,230
BKG1306,City Hotel,India,Online,Business,Suite,6,3,172,188,Completed,2023-02-24 09:00:00,2023-03-02 09:00:00,3284
BKG1307,Resort Hotel,Germany,Online,Business,Deluxe,3,1,461,125,No Show,2023-02-24 10:00:00,2023-02-27 10:00:00,1508
BKG1308,Resort Hotel,Canada,Corporate,Group,Executive,11,2,181,193,Cancelled,2023-02-24 11:00:00,2023-03-07 11:00:00,4175
BKG1309,City Hotel,Canada,Online,Couple,Suite,10,2,315,172,Completed,2023-02-24 12:00:00,2023-03-06 12:00:00,6472
BKG1310,Resort Hotel,Germany,Online,Business,Executive,2,2,332,199,Cancelled,2023-02-24 13:00:00,2023-02-26 13:00:00,1527
BKG1311,City Hotel,Germany,Online,Group,Executive,6,3,389,68,Completed,2023-02-24 14:00:00,2023-03-02 14:00:00,7070
BKG1312,Resort Hotel,India,Online,Couple,Deluxe,1,1,469,191,Completed,2023-02-24 15:00:00,2023-02-25 15:00:00,660
BKG1313,City Hotel,UK,Corporate,Family,Deluxe,14,3,310,9,Completed,2023-02-24 16:00:00,2023-03-10 16:00:00,13029
BKG1314,City Hotel,China,Corporate,Family,Suite,12,2,483,194,Completed,2023-02-24 17:00:00,2023-03-08 17:00:00,11786
BKG1315,Resort Hotel,Brazil,Travel Agent,Business,Deluxe,9,3,465,10,Cancelled,2023-02-24 18:00:00,2023-03-05 18:00:00,12565
BKG1316,Resort Hotel,Canada,Travel Agent,Family,Executive,5,1,404,155,Completed,2023-02-24 19:00:00,2023-03-01 19:00:00,2175
BKG1317,Resort Hotel,China,Travel Agent,Business,Deluxe,7,1,456,4,Cancelled,2023-02-24 20:00:00,2023-03-03 20:00:00,3196
BKG1318,Resort Hotel,Germany,Travel Agent,Business,Executive,11,2,238,11,Cancelled,2023-02-24 21:00:00,2023-03-07 21:00:00,5247
BKG1319,Resort Hotel,India,Corporate,Couple,Executive,10,2,434,43,Completed,2023-02-24 22:00:00,2023-03-06 22:00:00,8723
BKG1320,City Hotel,France,Online,Family,Suite,9,2,80,108,Completed,2023-02-24 23:00:00,2023-03-05 23:00:00,1548
BKG1321,Resort Hotel,India,Online,Business,Suite,9,3,324,92,Completed,2023-02-25 00:00:00,2023-03-06 00:00:00,8840
BKG1322,City Hotel,Australia,Direct,Family,Suite,13,1,359,89,No Show,2023-02-25 01:00:00,2023-03-10 01:00:00,4756
BKG1323,City Hotel,Australia,Online,Couple,Executive,7,3,433,28,Cancelled,2023-02-25 02:00:00,2023-03-04 02:00:00,9121
BKG1324,Resort Hotel,China,Online,Family,Deluxe,4,2,467,35,Completed,2023-02-25 03:00:00,2023-03-01 03:00:00,3771
BKG1325,City Hotel,USA,Travel Agent,Couple,Suite,4,1,181,34,Cancelled,2023-02-25 04:00:00,2023-03-01 04:00:00,758
BKG1326,City Hotel,Australia,Corporate,Couple,Suite,7,2,225,112,Completed,2023-02-25 05:00:00,2023-03-04 05:00:00,3262
BKG1327,City Hotel,Australia,Travel Agent,Couple,Deluxe,8,1,353,7,Completed,2023-02-25 06:00:00,2023-03-05 06:00:00,2831
BKG1328,City Hotel,UK,Online,Business,Deluxe,7,1,98,15,Cancelled,2023-02-25 07:00:00,2023-03-04 07:00:00,701
BKG1329,Resort Hotel,France,Direct,Group,Suite,11,2,493,42,Completed,2023-02-25 08:00:00,2023-03-08 08:00:00,10888
BKG1330,City Hotel,UK,Corporate,Business,Executive,14,1,422,68,Cancelled,2023-02-25 09:00:00,2023-03-11 09:00:00,5976
BKG1331,Resort Hotel,France,Corporate,Family,Executive,14,1,221,143,Completed,2023-02-25 10:00:00,2023-03-11 10:00:00,3237
BKG1332,Resort Hotel,UAE,Online,Business,Suite,10,2,467,55,Completed,2023-02-25 11:00:00,2023-03-07 11:00:00,9395
BKG1333,City Hotel,Brazil,Online,Business,Deluxe,4,1,361,40,Completed,2023-02-25 12:00:00,2023-03-01 12:00:00,1484
BKG1334,Resort Hotel,Canada,Online,Group,Executive,4,2,379,76,Completed,2023-02-25 13:00:00,2023-03-01 13:00:00,3108
BKG1335,Resort Hotel,Australia,Online,Family,Deluxe,8,3,55,7,Completed,2023-02-25 14:00:00,2023-03-05 14:00:00,1327
BKG1336,Resort Hotel,Canada,Online,Couple,Standard,12,3,125,53,Completed,2023-02-25 15:00:00,2023-03-09 15:00:00,4553
BKG1337,City Hotel,Australia,Online,Couple,Deluxe,14,2,253,89,Cancelled,2023-02-25 16:00:00,2023-03-11 16:00:00,7173
BKG1338,Resort Hotel,UK,Travel Agent,Family,Deluxe,9,1,418,119,Completed,2023-02-25 17:00:00,2023-03-06 17:00:00,3881
BKG1339,Resort Hotel,Brazil,Travel Agent,Business,Standard,7,3,431,132,Completed,2023-02-25 18:00:00,2023-03-04 18:00:00,9183
BKG1340,Resort Hotel,UK,Corporate,Group,Executive,12,2,259,8,Completed,2023-02-25 19:00:00,2023-03-09 19:00:00,6224
BKG1341,City Hotel,UK,Online,Group,Executive,14,2,85,193,Completed,2023-02-25 20:00:00,2023-03-11 20:00:00,2573
BKG1342,Resort Hotel,France,Online,Family,Executive,13,1,468,70,No Show,2023-02-25 21:00:00,2023-03-10 21:00:00,6154
BKG1343,City Hotel,USA,Online,Family,Suite,14,1,330,29,Completed,2023-02-25 22:00:00,2023-03-11 22:00:00,4649
BKG1344,City Hotel,India,Online,Business,Standard,3,1,226,80,Completed,2023-02-25 23:00:00,2023-02-28 23:00:00,758
BKG1345,City Hotel,China,Online,Group,Deluxe,12,2,104,107,Cancelled,2023-02-26 00:00:00,2023-03-10 00:00:00,2603
BKG1346,City Hotel,Canada,Online,Family,Standard,10,3,218,94,Completed,2023-02-26 01:00:00,2023-03-08 01:00:00,6634
BKG1347,City Hotel,UAE,Corporate,Business,Standard,1,2,362,64,Completed,2023-02-26 02:00:00,2023-02-27 02:00:00,788
BKG1348,City Hotel,Australia,Corporate,Business,Standard,5,1,455,29,No Show,2023-02-26 03:00:00,2023-03-03 03:00:00,2304
BKG1349,Resort Hotel,UK,Travel Agent,Family,Standard,6,1,477,46,Completed,2023-02-26 04:00:00,2023-03-04 04:00:00,2908
BKG1350,City Hotel,USA,Corporate,Group,Standard,11,2,462,94,Completed,2023-02-26 05:00:00,2023-03-09 05:00:00,10258
BKG1351,Resort Hotel,UK,Travel Agent,Couple,Standard,9,1,376,87,Cancelled,2023-02-26 06:00:00,2023-03-07 06:00:00,3471
BKG1352,Resort Hotel,Brazil,Corporate,Business,Suite,5,1,97,158,Completed,2023-02-26 07:00:00,2023-03-03 07:00:00,643
BKG1353,City Hotel,France,Travel Agent,Couple,Standard,1,2,153,187,Completed,2023-02-26 08:00:00,2023-02-27 08:00:00,493
BKG1354,Resort Hotel,UAE,Travel Agent,Business,Standard,11,3,52,74,Cancelled,2023-02-26 09:00:00,2023-03-09 09:00:00,1790
BKG1355,Resort Hotel,India,Corporate,Group,Executive,11,1,134,105,No Show,2023-02-26 10:00:00,2023-03-09 10:00:00,1579
BKG1356,Resort Hotel,Brazil,Online,Couple,Standard,4,3,222,79,Completed,2023-02-26 11:00:00,2023-03-02 11:00:00,2743
BKG1357,Resort Hotel,Germany,Travel Agent,Family,Standard,2,3,325,136,Completed,2023-02-26 12:00:00,2023-02-28 12:00:00,2086
BKG1358,City Hotel,UAE,Direct,Business,Executive,4,3,378,181,Completed,2023-02-26 13:00:00,2023-03-02 13:00:00,4717
BKG1359,Resort Hotel,UK,Corporate,Family,Executive,14,3,282,60,Cancelled,2023-02-26 14:00:00,2023-03-12 14:00:00,11904
BKG1360,City Hotel,Brazil,Online,Family,Executive,7,1,213,191,Completed,2023-02-26 15:00:00,2023-03-05 15:00:00,1682
BKG1361,Resort Hotel,India,Online,Group,Deluxe,9,1,109,96,Completed,2023-02-26 16:00:00,2023-03-07 16:00:00,1077
BKG1362,Resort Hotel,USA,Corporate,Family,Standard,12,2,127,5,Completed,2023-02-26 17:00:00,2023-03-10 17:00:00,3053
BKG1363,City Hotel,USA,Direct,Business,Standard,3,1,67,44,Completed,2023-02-26 18:00:00,2023-03-01 18:00:00,245
BKG1364,Resort Hotel,Canada,Online,Family,Standard,3,2,146,64,Cancelled,2023-02-26 19:00:00,2023-03-01 19:00:00,940
BKG1365,Resort Hotel,India,Corporate,Family,Executive,11,3,115,36,Completed,2023-02-26 20:00:00,2023-03-09 20:00:00,3831
BKG1366,Resort Hotel,USA,Corporate,Business,Suite,4,2,80,89,Completed,2023-02-26 21:00:00,2023-03-02 21:00:00,729
BKG1367,City Hotel,Brazil,Online,Family,Standard,7,2,287,144,Completed,2023-02-26 22:00:00,2023-03-05 22:00:00,4162
BKG1368,Resort Hotel,Canada,Corporate,Group,Executive,6,1,314,101,Completed,2023-02-26 23:00:00,2023-03-04 23:00:00,1985
BKG1369,City Hotel,USA,Online,Business,Executive,14,2,197,109,Completed,2023-02-27 00:00:00,2023-03-13 00:00:00,5625
BKG1370,Resort Hotel,UAE,Travel Agent,Group,Executive,5,3,197,152,Completed,2023-02-27 01:00:00,2023-03-04 01:00:00,3107
BKG1371,City Hotel,France,Travel Agent,Family,Deluxe,4,1,96,49,Completed,2023-02-27 02:00:00,2023-03-03 02:00:00,433
BKG1372,City Hotel,Germany,Travel Agent,Couple,Executive,12,1,293,122,Cancelled,2023-02-27 03:00:00,2023-03-11 03:00:00,3638
BKG1373,Resort Hotel,India,Corporate,Group,Suite,8,1,306,70,Completed,2023-02-27 04:00:00,2023-03-07 04:00:00,2518
BKG1374,Resort Hotel,Brazil,Online,Group,Deluxe,12,3,132,110,No Show,2023-02-27 05:00:00,2023-03-11 05:00:00,4862
BKG1375,City Hotel,Australia,Corporate,Family,Executive,4,2,405,30,Completed,2023-02-27 06:00:00,2023-03-03 06:00:00,3270
BKG1376,City Hotel,UK,Corporate,Couple,Suite,3,1,191,159,Completed,2023-02-27 07:00:00,2023-03-02 07:00:00,732
BKG1377,Resort Hotel,Brazil,Corporate,Business,Suite,7,2,178,114,Completed,2023-02-27 08:00:00,2023-03-06 08:00:00,2606
BKG1378,City Hotel,USA,Online,Couple,Standard,2,3,59,47,Completed,2023-02-27 09:00:00,2023-03-01 09:00:00,401
BKG1379,Resort Hotel,Brazil,Online,Business,Executive,4,3,226,144,Completed,2023-02-27 10:00:00,2023-03-03 10:00:00,2856
BKG1380,Resort Hotel,Australia,Online,Family,Executive,8,3,447,188,Cancelled,2023-02-27 11:00:00,2023-03-07 11:00:00,10916
BKG1381,Resort Hotel,UK,Corporate,Couple,Standard,4,1,493,184,Completed,2023-02-27 12:00:00,2023-03-03 12:00:00,2156
BKG1382,Resort Hotel,Canada,Online,Family,Suite,10,1,259,56,Completed,2023-02-27 13:00:00,2023-03-09 13:00:00,2646
BKG1383,City Hotel,USA,Direct,Group,Executive,12,2,91,197,Completed,2023-02-27 14:00:00,2023-03-11 14:00:00,2381
BKG1384,Resort Hotel,China,Corporate,Couple,Standard,7,2,173,160,Completed,2023-02-27 15:00:00,2023-03-06 15:00:00,2582
BKG1385,City Hotel,USA,Corporate,Business,Standard,2,1,236,146,Cancelled,2023-02-27 16:00:00,2023-03-01 16:00:00,618
BKG1386,Resort Hotel,Germany,Travel Agent,Group,Suite,11,3,74,14,Completed,2023-02-27 17:00:00,2023-03-10 17:00:00,2456
BKG1387,City Hotel,China,Travel Agent,Business,Suite,5,3,213,162,Completed,2023-02-27 18:00:00,2023-03-04 18:00:00,3357
BKG1388,Resort Hotel,Germany,Corporate,Group,Executive,12,1,400,176,Completed,2023-02-27 19:00:00,2023-03-11 19:00:00,4976
BKG1389,City Hotel,Australia,Online,Business,Executive,13,2,84,163,Completed,2023-02-27 20:00:00,2023-03-12 20:00:00,2347
BKG1390,City Hotel,India,Corporate,Business,Deluxe,4,3,302,53,Completed,2023-02-27 21:00:00,2023-03-03 21:00:00,3677
BKG1391,Resort Hotel,UK,Travel Agent,Family,Suite,9,1,296,35,Completed,2023-02-27 22:00:00,2023-03-08 22:00:00,2699
BKG1392,Resort Hotel,France,Corporate,Group,Deluxe,7,2,444,52,Completed,2023-02-27 23:00:00,2023-03-06 23:00:00,6268
BKG1393,Resort Hotel,Canada,Corporate,Family,Deluxe,14,2,59,187,Completed,2023-02-28 00:00:00,2023-03-14 00:00:00,1839
BKG1394,Resort Hotel,France,Online,Family,Standard,9,3,313,73,Completed,2023-02-28 01:00:00,2023-03-09 01:00:00,8524
BKG1395,City Hotel,UAE,Online,Family,Standard,11,3,154,43,Completed,2023-02-28 02:00:00,2023-03-11 02:00:00,5125
BKG1396,Resort Hotel,UAE,Corporate,Family,Executive,13,3,269,32,Completed,2023-02-28 03:00:00,2023-03-13 03:00:00,10523
BKG1397,City Hotel,Australia,Online,Business,Suite,13,3,304,171,Completed,2023-02-28 04:00:00,2023-03-13 04:00:00,12027
BKG1398,City Hotel,India,Travel Agent,Family,Suite,10,2,456,54,Completed,2023-02-28 05:00:00,2023-03-10 05:00:00,9174
BKG1399,Resort Hotel,UAE,Online,Family,Deluxe,7,1,183,43,Completed,2023-02-28 06:00:00,2023-03-07 06:00:00,1324
BKG1400,City Hotel,USA,Online,Family,Deluxe,2,2,255,50,Cancelled,2023-02-28 07:00:00,2023-03-02 07:00:00,1070
BKG1401,City Hotel,Brazil,Online,Business,Executive,12,3,173,98,Cancelled,2023-02-28 08:00:00,2023-03-12 08:00:00,6326
BKG1402,City Hotel,Germany,Corporate,Group,Standard,2,1,265,85,Completed,2023-02-28 09:00:00,2023-03-02 09:00:00,615
BKG1403,City Hotel,UAE,Travel Agent,Business,Suite,2,2,113,50,Cancelled,2023-02-28 10:00:00,2023-03-02 10:00:00,502
BKG1404,Resort Hotel,Australia,Travel Agent,Business,Suite,5,1,351,134,Cancelled,2023-02-28 11:00:00,2023-03-05 11:00:00,1889
BKG1405,Resort Hotel,Germany,Direct,Business,Suite,1,2,409,128,Completed,2023-02-28 12:00:00,2023-03-01 12:00:00,946
BKG1406,Resort Hotel,USA,Online,Group,Suite,13,1,87,140,No Show,2023-02-28 13:00:00,2023-03-13 13:00:00,1271
BKG1407,Resort Hotel,India,Online,Family,Standard,7,2,297,47,Completed,2023-02-28 14:00:00,2023-03-07 14:00:00,4205
BKG1408,City Hotel,UK,Corporate,Family,Executive,2,2,202,126,Completed,2023-02-28 15:00:00,2023-03-02 15:00:00,934
BKG1409,City Hotel,France,Corporate,Group,Executive,4,3,271,113,No Show,2023-02-28 16:00:00,2023-03-04 16:00:00,3365
BKG1410,Resort Hotel,USA,Online,Group,Standard,9,2,391,83,Completed,2023-02-28 17:00:00,2023-03-09 17:00:00,7121
BKG1411,Resort Hotel,Canada,Direct,Couple,Executive,8,3,307,174,Completed,2023-02-28 18:00:00,2023-03-08 18:00:00,7542
BKG1412,Resort Hotel,China,Direct,Family,Executive,10,2,73,46,No Show,2023-02-28 19:00:00,2023-03-10 19:00:00,1506
BKG1413,City Hotel,Australia,Online,Business,Deluxe,2,1,406,9,Completed,2023-02-28 20:00:00,2023-03-02 20:00:00,821
BKG1414,Resort Hotel,France,Online,Business,Standard,14,1,116,25,Completed,2023-02-28 21:00:00,2023-03-14 21:00:00,1649
BKG1415,Resort Hotel,Canada,Corporate,Family,Executive,4,3,298,49,Completed,2023-02-28 22:00:00,2023-03-04 22:00:00,3625
BKG1416,Resort Hotel,UK,Online,Group,Deluxe,4,2,284,174,Cancelled,2023-02-28 23:00:00,2023-03-04 23:00:00,2446
BKG1417,City Hotel,Canada,Online,Couple,Standard,2,3,139,171,Cancelled,2023-03-01 00:00:00,2023-03-03 00:00:00,1005
BKG1418,City Hotel,India,Corporate,Business,Standard,2,1,143,128,Cancelled,2023-03-01 01:00:00,2023-03-03 01:00:00,414
BKG1419,City Hotel,China,Online,Couple,Suite,5,2,398,108,Completed,2023-03-01 02:00:00,2023-03-06 02:00:00,4088
BKG1420,City Hotel,Germany,Online,Business,Deluxe,11,3,376,62,Completed,2023-03-01 03:00:00,2023-03-12 03:00:00,12470
BKG1421,City Hotel,France,Online,Business,Deluxe,4,1,238,144,Completed,2023-03-01 04:00:00,2023-03-05 04:00:00,1096
BKG1422,City Hotel,China,Travel Agent,Family,Deluxe,8,1,186,144,Completed,2023-03-01 05:00:00,2023-03-09 05:00:00,1632
BKG1423,City Hotel,Brazil,Travel Agent,Business,Standard,4,2,222,166,Completed,2023-03-01 06:00:00,2023-03-05 06:00:00,1942
BKG1424,City Hotel,USA,Online,Couple,Suite,8,2,65,42,Completed,2023-03-01 07:00:00,2023-03-09 07:00:00,1082
BKG1425,Resort Hotel,Brazil,Online,Couple,Standard,14,2,424,40,Completed,2023-03-01 08:00:00,2023-03-15 08:00:00,11912
BKG1426,Resort Hotel,USA,Travel Agent,Family,Executive,5,3,413,14,Cancelled,2023-03-01 09:00:00,2023-03-06 09:00:00,6209
BKG1427,City Hotel,India,Direct,Business,Executive,1,3,281,128,Cancelled,2023-03-01 10:00:00,2023-03-02 10:00:00,971
BKG1428,City Hotel,China,Direct,Couple,Executive,14,2,447,57,Completed,2023-03-01 11:00:00,2023-03-15 11:00:00,12573
BKG1429,Resort Hotel,UK,Online,Group,Suite,14,2,459,53,Completed,2023-03-01 12:00:00,2023-03-15 12:00:00,12905
BKG1430,City Hotel,UAE,Corporate,Family,Standard,9,2,223,132,Completed,2023-03-01 13:00:00,2023-03-10 13:00:00,4146
BKG1431,City Hotel,Canada,Corporate,Group,Deluxe,8,1,150,61,No Show,2023-03-01 14:00:00,2023-03-09 14:00:00,1261
BKG1432,City Hotel,UAE,Corporate,Couple,Executive,1,2,235,126,Cancelled,2023-03-01 15:00:00,2023-03-02 15:00:00,596
BKG1433,Resort Hotel,China,Travel Agent,Group,Executive,12,3,79,70,Completed,2023-03-01 16:00:00,2023-03-13 16:00:00,2914
BKG1434,Resort Hotel,Brazil,Online,Family,Standard,3,1,429,45,Completed,2023-03-01 17:00:00,2023-03-04 17:00:00,1332
BKG1435,Resort Hotel,UAE,Corporate,Group,Deluxe,3,2,361,89,Completed,2023-03-01 18:00:00,2023-03-04 18:00:00,2255
BKG1436,Resort Hotel,Australia,Online,Couple,Suite,5,3,399,192,Completed,2023-03-01 19:00:00,2023-03-06 19:00:00,6177
BKG1437,Resort Hotel,UAE,Online,Group,Executive,7,1,337,155,No Show,2023-03-01 20:00:00,2023-03-08 20:00:00,2514
BKG1438,City Hotel,USA,Travel Agent,Group,Executive,1,1,127,121,Completed,2023-03-01 21:00:00,2023-03-02 21:00:00,248
BKG1439,Resort Hotel,Australia,Direct,Group,Executive,1,3,72,83,Cancelled,2023-03-01 22:00:00,2023-03-02 22:00:00,299
BKG1440,City Hotel,France,Online,Business,Deluxe,10,3,66,168,Completed,2023-03-01 23:00:00,2023-03-11 23:00:00,2148
BKG1441,City Hotel,UAE,Travel Agent,Couple,Executive,13,1,171,150,Completed,2023-03-02 00:00:00,2023-03-15 00:00:00,2373
BKG1442,Resort Hotel,Australia,Online,Group,Deluxe,6,3,277,159,Cancelled,2023-03-02 01:00:00,2023-03-08 01:00:00,5145
BKG1443,Resort Hotel,China,Corporate,Couple,Executive,14,1,457,185,Completed,2023-03-02 02:00:00,2023-03-16 02:00:00,6583
BKG1444,City Hotel,Canada,Travel Agent,Group,Executive,5,1,224,166,Cancelled,2023-03-02 03:00:00,2023-03-07 03:00:00,1286
BKG1445,City Hotel,France,Online,Family,Deluxe,12,1,444,81,Cancelled,2023-03-02 04:00:00,2023-03-14 04:00:00,5409
BKG1446,City Hotel,UK,Online,Family,Deluxe,12,1,90,32,Completed,2023-03-02 05:00:00,2023-03-14 05:00:00,1112
BKG1447,Resort Hotel,UK,Online,Family,Suite,13,2,64,185,Completed,2023-03-02 06:00:00,2023-03-15 06:00:00,1849
BKG1448,Resort Hotel,India,Online,Group,Standard,3,3,263,88,Cancelled,2023-03-02 07:00:00,2023-03-05 07:00:00,2455
BKG1449,Resort Hotel,UAE,Online,Couple,Executive,13,2,140,159,Completed,2023-03-02 08:00:00,2023-03-15 08:00:00,3799
BKG1450,Resort Hotel,Canada,Travel Agent,Family,Executive,3,2,101,113,Completed,2023-03-02 09:00:00,2023-03-05 09:00:00,719
BKG1451,Resort Hotel,Germany,Online,Business,Standard,4,2,467,49,Cancelled,2023-03-02 10:00:00,2023-03-06 10:00:00,3785
BKG1452,City Hotel,Australia,Corporate,Family,Standard,13,2,365,178,Cancelled,2023-03-02 11:00:00,2023-03-15 11:00:00,9668
BKG1453,Resort Hotel,France,Online,Family,Standard,11,1,106,18,Cancelled,2023-03-02 12:00:00,2023-03-13 12:00:00,1184
BKG1454,City Hotel,China,Travel Agent,Business,Executive,10,1,338,2,Completed,2023-03-02 13:00:00,2023-03-12 13:00:00,3382
BKG1455,City Hotel,UAE,Online,Family,Executive,2,1,198,115,Cancelled,2023-03-02 14:00:00,2023-03-04 14:00:00,511
BKG1456,City Hotel,China,Online,Group,Executive,13,1,457,90,Cancelled,2023-03-02 15:00:00,2023-03-15 15:00:00,6031
BKG1457,Resort Hotel,Germany,Travel Agent,Group,Deluxe,9,2,69,144,Completed,2023-03-02 16:00:00,2023-03-11 16:00:00,1386
BKG1458,Resort Hotel,India,Online,Family,Suite,13,1,418,42,Completed,2023-03-02 17:00:00,2023-03-15 17:00:00,5476
BKG1459,Resort Hotel,Germany,Corporate,Couple,Suite,12,2,373,156,Completed,2023-03-02 18:00:00,2023-03-14 18:00:00,9108
BKG1460,City Hotel,USA,Travel Agent,Couple,Standard,4,1,150,107,Cancelled,2023-03-02 19:00:00,2023-03-06 19:00:00,707
BKG1461,City Hotel,Brazil,Travel Agent,Family,Standard,10,3,406,43,Cancelled,2023-03-02 20:00:00,2023-03-12 20:00:00,12223
BKG1462,City Hotel,France,Online,Business,Executive,3,3,237,51,Completed,2023-03-02 21:00:00,2023-03-05 21:00:00,2184
